city,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
Paris,appartement cosy de 42m2 proche Paris,Entire home,80,Laho,160,4.91,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n284 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n284 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Chambre calme dans un logement neuf,Private room in condominium,27,Ludivine,10,4.9,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n10 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n10 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,"Hippodrome dâ€™Auteuil , Penthouse, Luxe",Entire home,169,Lucy,4,3.67,"['4 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n4 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n4 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '4 beds', '1 bath',1,4,1
Paris,Private suite for 2,Private room in apartment,60,Berenice,340,4.79,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n340 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n340 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Cosy Room Paris Center in the Marais,Private room in apartment,86,Franck,349,4.84,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n349 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n349 Reviews'"", "" '\\U000f1101\\n4 References'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1.5 baths',1,1,1.5
Paris,Un charmant appartement dans Paris,Entire home,146,Virginie,8,4.88,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n8 Reviews']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews']""]",4, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Exceptional Place in the center of Marais,Entire home,324,Stanley,16,4.56,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n5,746 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n5"", ""746 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,MARAIS - REPUBLIQUE- 6 PEOPLE,Entire home,299,Clara,100,4.14,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,358 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""358 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,"Beatiful Flat Next Eiffel Tower, Champs ElysĂ©es",Entire home,110,Benjamin,70,4.51,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n303 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n303 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Studio girly Ă  partager a Paris,Shared room in apartment,20,Romane,52,4.57,"['1 guest', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n59 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n59 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '2 beds', '1 shared bath',1,2,1
Paris,Home sweet home in Montmartre,Entire home,138,Elodie & Franck,105,4.28,"['8 guests', '1 bedroom', '6 beds', '1 bath', '\U000f0004\n114 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '1 bedroom'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n114 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '1 bedroom', '6 beds', '1 bath',1,6,1
Paris,HOTEL RICHMOND GARE DU NORD,Private room,55,Hotel,191,4.08,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n378 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n378 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,The Trocadero - 350m2 - 6 rooms - full equiped!,Entire home,1000,David,3,5,"['12 guests', '6 bedrooms', '10 beds', '5 baths', '\U000f0004\n19 Reviews', '\U000f0019\nVerified']","[""['12 guests'"", "" '6 bedrooms'"", "" '10 beds'"", "" '5 baths'"", "" '\\U000f0004\\n19 Reviews'"", "" '\\U000f0019\\nVerified']""]",12, '6 bedrooms', '10 beds', '5 baths',6,10,5
Paris,Appartement Cosy Parisien,Entire home,90,Jovic,85,4.88,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n85 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n85 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,"Jolie Appartement, avec vue sur la tour Eiffel",Entire home,84,Mohamed,91,4.87,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n188 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n188 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Nice flat very close MĂ©tro 7 and Paris,Entire home,66,Daniela,52,4.9,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n359 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n359 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,NICE & COSY A FEW MINUTES FROM TROCADERO 4P,Entire home,369,Igal & Deborah,33,4.73,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n141 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n141 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,A lovely Studio in a historical building for 3,Entire home,113,Michel,41,4.8,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n87 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n87 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,Chambre privĂ©e en plein centre de Paris,Private room in apartment,40,Sonny,124,4.31,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n124 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n124 Reviews']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,â¤ï¸Charming & Design House - 5min Opera & Louvre,Entire home,250,Raphael,89,4.64,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n451 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n451 Reviews'"", "" '\\U000f1101\\n4 References'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,Modern/New Apartment in Central Paris,Entire home,105,å°å¤©,9,4.56,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n9 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,T/ 4P IDEAL LOCATION IN FRONT OF ARC DE TRIOMPHE,Entire home,299,Yi & Deborah,29,4.45,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n68 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n68 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,A bedroom near the Eiffel Tower.,Private room in apartment,55,Laure,320,4.61,"['2 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n320 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n320 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '2 beds', '1 shared bath',1,2,1
Paris,Chambre Simple - Salle de bains commune,Room in hotel,48,Jofre,28,4.68,"['1 guest', '1 bedroom', '1 bed', '0 shared baths', '\U000f0004\n35 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '0 shared baths'"", "" '\\U000f0004\\n35 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '0 shared baths',1,1,0
Paris,Beautiful Room 5mn Charles de Gaulle Airport,Private room in house,42,Elsa,18,4.94,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n148 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n148 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Lovely Quiet ROOM Gare de l'Est + Nord - NO LIFT!,Private room in apartment,55,Dominique,208,4.83,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n245 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Cosy loft / apartment ~ Ile Saint Louis,Entire home,150,Lionel,313,4.08,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,314 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""314 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Nice appartment on an island (bed & breakfast),Private room in bed and breakfast,100,JĂ©rĂ©my,455,4.62,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n455 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n455 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,"Lâ€™appartement aux miroirs, quartier Belleville",Entire home,400,Mathilde,26,4.19,"['12 guests', '3 bedrooms', '6 beds', '2 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['12 guests'"", "" '3 bedrooms'"", "" '6 beds'"", "" '2 baths'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",12, '3 bedrooms', '6 beds', '2 baths',3,6,2
Paris,Chambre sympa et chaleureuse Ă  Paris,Private room in apartment,50,Maryam,212,4.91,"['1 guest', '1 bedroom', '0 beds', '1 shared bath', '\U000f0004\n212 Reviews']","[""['1 guest'"", "" '1 bedroom'"", "" '0 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n212 Reviews']""]",1, '1 bedroom', '0 beds', '1 shared bath',1,0,1
Paris,Amazing apartment - 6P/2BR - Canal Saint Martin -4,Entire home,362,Jo & Lola,8,4.75,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n29 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n29 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,"2' from subway, friendly host, breakfast inc",Shared room in apartment,45,Carla.,80,4.81,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n178 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n178 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,"Beautiful, modern and spacious apartment",Entire home,226,Joseph,100,4.74,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n165 Reviews']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n165 Reviews']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Saint-HonorĂ© Luxury Apartment 3 Bedrooms,Entire home,500,Ilan,70,4.83,"['6 guests', '3 bedrooms', '3 beds', '2.5 baths', '\U000f0004\n70 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n70 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '3 bedrooms', '3 beds', '2.5 baths',3,3,2.5
Paris,AMAZING LITTLE HOUSE 5MIN FROM EIFFEL TOWER,Entire home,169,Michel & Diane,169,4.7,"['4 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n337 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n337 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '1 bed', '1.5 baths',1,1,1.5
Paris,AMAZING DUPLEX IN THE HEART OF MONTMARTRE 4/6P,Entire home,359,Diane & DĂ©borah,88,4.72,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,213 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""213 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,Chambre privĂ©e cosy sur cour 11e (girls only),Private room in apartment,50,Claire,11,5,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n11 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n11 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Chambre indĂ©pendante Ă  deux pas du ChĂ¢teau,Private room in house,55,BĂ©atrice,183,4.77,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n183 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n183 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Wonderful and Cosy - Heart of Paris / Oberkampf,Entire home,90,Alexandre,20,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n20 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,top suite B&B Paris Bruno&Bastille,Private room in bed and breakfast,115,Bruno,108,4.91,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n110 Reviews', '\U000f1101\n9 References', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n110 Reviews'"", "" '\\U000f1101\\n9 References'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Paris-Rosny s/bois-Privatna soba-Potkrovlje,Private room in townhouse,17,Vojislav,87,4.5,"['2 guests', '1 bedroom', '1 bed', '1.5 shared baths', '\U000f0004\n231 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\\U000f0004\\n231 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1.5 shared baths',1,1,1.5
Paris,Cosy Nest on Eiffel Tower,Entire home,79,Ludo,6,4.33,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n6 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n6 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Small Luxurious Room in the heart of Saint Germain,Entire home,65,Fosca,218,4.27,"['1 guest', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n225 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n225 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Lanneau12,Private room in apartment,65,Myriam,194,4.42,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n194 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n194 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Elegant Suite in the heart of Paris,Private room in apartment,130,CĂ©sar,52,4.77,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n394 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n394 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
Paris,Bel appartement avec terrasse proche de Gambetta,Entire home,85,Philippe,38,4.97,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n49 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n49 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Studio (full)- 5 min walk from Eiffel Tower,Private room in apartment,125,Vinay,10,5,"['4 guests', 'Studio', '3 beds', '1 private bath', '\U000f0004\n43 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n43 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, 'Studio', '3 beds', '1 private bath',0.5,3,1
Paris,Appartement pour 6 personnes#Porte de Versailles,Entire home,125,Imane,14,4.64,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n297 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n297 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Luxury Flat EIFFEL tower & River Seine,Entire home,500,Emmanuelle,266,4.72,"['6 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n340 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n340 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '3 bedrooms', '4 beds', '1 bath',3,4,1
Paris,BATIGNOLLES Charming and Cozy Appartment for 8p,Entire home,350,Misha,15,4.93,"['8 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n212 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n212 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Chic appart. proche Paris et Stade de France,Entire home,57,Daniela,104,4.88,"['3 guests', '1 bedroom', '2 beds', '1.5 baths', '\U000f0004\n359 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n359 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1.5 baths',1,2,1.5
Paris,STUDIO PROCHE TOUR EIFFEL,Entire home,75,Antoine,15,4.71,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n15 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n15 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Appartement Cozy Ă  10 mn de la Tour Eiffel !,Entire home,59,Julien,7,4.67,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n7 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n7 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,magnifique appartement au coeur du 11eme,Entire home,95,Toledano,75,4.61,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n75 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n75 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,"Ideal pour une nuit, petit cocon tres calme",Private room in bed and breakfast,16,Sane,9,4.78,"['1 guest', '1 bedroom', '0 beds', '1 shared bath', '\U000f0004\n38 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '0 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n38 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '0 beds', '1 shared bath',1,0,1
Paris,Channel Your Inner Parisian In This Amazing Flat !,Entire home,199,Helene,13,3.55,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n13 Reviews']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n13 Reviews']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,â™¥ Chic apartment near Eiffel Tower - 6P,Entire home,405,Charles,94,4.73,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n1,001 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""001 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,Luxury 8 bedrooms Home (10 min Parc des Expos),Entire home,400,Yohan,6,4.83,"['16+ guests', '8 bedrooms', '8 beds', '2 baths', '\U000f0004\n32 Reviews', '\U000f0019\nVerified']","[""['16+ guests'"", "" '8 bedrooms'"", "" '8 beds'"", "" '2 baths'"", "" '\\U000f0004\\n32 Reviews'"", "" '\\U000f0019\\nVerified']""]",16, '8 bedrooms', '8 beds', '2 baths',8,8,2
Paris,Lovely apartment in Porte de versailles/Paris Expo,Entire home,144,Maria,13,4.55,"['7 guests', '2 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n33 Reviews']","[""['7 guests'"", "" '2 bedrooms'"", "" '5 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n33 Reviews']""]",7, '2 bedrooms', '5 beds', '1.5 baths',2,5,1.5
Paris,"New flat Oberkampf, fully renovated",Entire home,88,Louis,151,4.68,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n283 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n283 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Baroque And Chic Apartment In Heart Of Montmartre,Entire home,129,Caro,3,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n3 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3 Reviews']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,New apartment just next to the Champs Elysees,Entire home,285,Anne,53,4.75,"['5 guests', '2 bedrooms', '3 beds', '1.5 baths', '\U000f0004\n67 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n67 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '2 bedrooms', '3 beds', '1.5 baths',2,3,1.5
Paris,CHARMING ROMANTIC STUDIO OPERA &MONTMATRE 2 PERSON,Entire home,52,Jocelyn /Silvio,351,4.34,"['2 guests', '1 bedroom', '1 bed', 'Half-bath', '\U000f0004\n1,731 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" 'Half-bath'"", "" '\\U000f0004\\n1"", ""731 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', 'Half-bath',1,1,0.5
Paris,â¤ï¸ JUST WHAT U NEED. GREAT FLAT IN THE MARAIS.,Entire home,158,Louise,104,4.49,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n674 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n674 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
