city,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
Paris,"Espace partagĂ©, Shared space",Shared room in apartment,17,Jonathan,389,4.53,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n389 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n389 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Jolie chambre mansardĂ©e,Private room in apartment,35,Thierry,146,4.7,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n146 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n146 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Cozy apartment in Central Paris,Entire home,92,Pelis,22,4.55,"['3 guests', '1 bedroom', '2 beds', '1.5 baths', '\U000f0004\n22 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n22 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, '1 bedroom', '2 beds', '1.5 baths',1,2,1.5
Paris,Joli studio confortable proche de Porte dâ€™Italie,Entire home,26,Estelle,5,5,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n10 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n10 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Bedroom in the Haut Marais,Private room in apartment,59,India,184,4.87,"['2 guests', '1 bedroom', '1 bed', '1.5 shared baths', '\U000f0004\n209 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\\U000f0004\\n209 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1.5 shared baths',1,1,1.5
Paris,Parisian apartment: 10 min walk to Eiffel tower,Entire home,110,Mario,11,4.9,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n90 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n90 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,70m2 appartment - 10 minutes to Paris central,Entire home,109,Ha Phuong,96,4.78,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n98 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n98 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,"Charming 1900's Parisian Duplex, 3 bedrooms",Entire home,129,Alejandra,237,4.75,"['6 guests', '3 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n529 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n529 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '3 bedrooms', '5 beds', '1.5 baths',3,5,1.5
Paris,"Quiet,stylish, safe, cozy apartment with elevator",Entire home,150,Linda&Min,3,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n36 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n36 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,â¤ï¸Amazing Loft - Between Bastille & Gare de Lyon,Entire home,300,Raphael,33,4.73,"['8 guests', '4 bedrooms', '4 beds', '2 baths', '\U000f0004\n451 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","[""['8 guests'"", "" '4 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\\U000f0004\\n451 Reviews'"", "" '\\U000f1101\\n4 References'"", "" '\\U000f0019\\nVerified']""]",8, '4 bedrooms', '4 beds', '2 baths',4,4,2
Paris,"Quiet,stylish, safe, cozy apartment with elevator",Entire home,150,Linda&Min,3,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n36 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n36 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,â™¥ Family apartment near La DĂ©fense - 10P,Entire home,330,Charles,53,4.83,"['10 guests', '4 bedrooms', '5 beds', '2 baths', '\U000f0004\n1,001 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '4 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""001 Reviews'"", "" '\\U000f0019\\nVerified']""]",10, '4 bedrooms', '5 beds', '2 baths',4,5,2
Paris,A deux Pas de la CathĂ©drale Notre-Dame,Entire home,500,Mathilde,121,4.62,"['10 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",10, '3 bedrooms', '5 beds', '2 baths',3,5,2
Paris,Appartement de charme,Entire home,45,Driss,276,3.91,"['2 guests', 'Studio', '0 beds', '1 bath', '\U000f0004\n276 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '0 beds'"", "" '1 bath'"", "" '\\U000f0004\\n276 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '0 beds', '1 bath',0.5,0,1
Paris,Lovely Studio Pigalle/Montmartre,Entire home,90,Guepard,353,4.82,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n508 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n508 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,Hotel Boronali *** - Double room in Montmartre,Room in boutique hotel,99,Arthur,297,4.46,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n493 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n493 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Vivre sur lâ€™eau au cÅ“ur de paris,Private room in boat,100,Isabelle Et Aymeric,121,4.87,"['4 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n121 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n121 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '3 beds', '1 private bath',1,3,1
Paris,Heart of Montmartre Charming Design House,Entire home,169,Simon,87,4.77,"['5 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n87 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n87 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,Montorgueil-Chatelet-OpĂ©ra center of Paris,Entire home,175,Jean Manuel,7,4.17,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n558 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n558 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Design flat next the Eiffel Tower,Entire home,130,Nicolas,581,4.7,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n2,660 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n2"", ""660 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,NEW! Central&Nice&Large flat 3 bedrooms + 2 bathr,Entire home,430,Francois Olivier,40,4.9,"['8 guests', '3 bedrooms', '3 beds', '2 baths', '\U000f0004\n40 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n40 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '3 beds', '2 baths',3,3,2
Paris,"Paris 10, Sampaix, Gare de l'EST, Gare du NORD",Entire home,185,Gary,4,5,"['7 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",7, '3 bedrooms', '4 beds', '1 bath',3,4,1
Paris,Paris centre Ă®le st Louis,Entire home,289,Damien,44,4.66,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n48 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n48 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,SPACIOUS FLAT 6/8P NEAR GRANDS BOULEVARDS,Entire home,309,Fabienne,11,4.18,"['8 guests', '4 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n11 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '4 bedrooms'"", "" '4 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n11 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '4 bedrooms', '4 beds', '2.5 baths',4,4,2.5
Paris,Suite Romantique au Pied du Louvre et desTuileries,Entire home,182,Christophe,57,4.86,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n230 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n230 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, 'Studio', '1 bed', '1 bath',0.5,1,1
Paris,Very Nice & Comfy Flat Eiffel Tower,Entire home,130,Nicolas,563,4.71,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n2,660 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n2"", ""660 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Rustic styled bedroom (17m2) in Canal St Martin,Private room in apartment,58,Blaise,23,5,"['2 guests', '1 bedroom', '1 bed', '1.5 shared baths', '\U000f0004\n362 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\\U000f0004\\n362 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1.5 shared baths',1,1,1.5
Paris,small maid's room,Private room in apartment,45,AurĂ©lia,361,4.46,"['1 guest', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n671 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n671 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 private bath',1,1,1
Paris,Beautiful Room in Quartier Latin,Private room in apartment,54,GrĂ©goire,387,4.67,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n422 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n422 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,"AMAZING FLAT STYLE LOFT (old workshop), LOUVRE",Entire home,230,Anna,67,4.91,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n67 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n67 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Appartement au pied de Saint-Lazare / Opera,Entire home,155,Clara,7,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n7 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n7 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,"quartier Latin, CathĂ©drale Notre-Dame",Entire home,500,Mathilde,166,4.41,"['12 guests', '4 bedrooms', '7 beds', '2 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['12 guests'"", "" '4 bedrooms'"", "" '7 beds'"", "" '2 baths'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",12, '4 bedrooms', '7 beds', '2 baths',4,7,2
Paris,Heart of Grand MĂ©ricourt (NEW),Entire home,184,Ari,9,4.89,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Charming Studio in historical building for 3,Entire home,109,Michel,46,4.91,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n87 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n87 Reviews'"", "" '\\U000f0019\\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,Deux-piĂ¨ces tout confort prĂ¨s Canal Saint-Martin,Entire home,92,Jean-Jacques,3,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n29 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n29 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,Bright room at the gates of Paris (8 min to metro),Private room in apartment,38,Paul,6,5,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n6 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n6 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 shared bath',1,1,1
Paris,Stylish Haussmann Apartment - Paris Centre,Entire home,550,Louise,138,4.61,"['12 guests', '4 bedrooms', '8 beds', '2.5 baths', '\U000f0004\n2,374 Reviews', '\U000f0019\nVerified']","[""['12 guests'"", "" '4 bedrooms'"", "" '8 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n2"", ""374 Reviews'"", "" '\\U000f0019\\nVerified']""]",12, '4 bedrooms', '8 beds', '2.5 baths',4,8,2.5
Paris,Spacious Flat In Heart Of Paris In Gorgeous Marais,Entire home,149,Julie,3,2,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n3 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3 Reviews']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,LUXURY LOFT STUDIO IN THE HEART OF LE MARAIS 4PERS,Entire home,125,Diane & DĂ©borah,200,4.6,"['4 guests', '1 bedroom', '2 beds', '1.5 baths', '\U000f0004\n1,213 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n1"", ""213 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1.5 baths',1,2,1.5
Paris,Cozy Studio Notre-Dame/Saint-Germain/Saint Michel,Entire home,109,Sharon,15,4.87,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n15 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n15 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Sublime chambre avec merveilleuse vue panoramique,Room in boutique hotel,326,Julia,22,4.95,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n28 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n28 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,Appartement 80m2souplex composĂ© au rez-de-chaussĂ©e,Entire home,230,Alex,104,4.53,"['8 guests', '3 bedrooms', '3 beds', '3 baths', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '3 baths'"", "" '\\U000f0004\\n245 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '3 beds', '3 baths',3,3,3
Paris,Devant la Tour Eiffel  et les commerces,Entire home,500,Mathilde,14,4.5,"['12 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['12 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",12, '3 bedrooms', '4 beds', '1 bath',3,4,1
Paris,1Bedroom 10min from the Eiffel Tower,Entire home,190,Vincent,403,4.89,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n561 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n561 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Amazing flat in Le Marais-Bastille,Entire home,200,Sci,156,4.45,"['8 guests', '4 bedrooms', '5 beds', '1 bath', '\U000f0004\n157 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '4 bedrooms'"", "" '5 beds'"", "" '1 bath'"", "" '\\U000f0004\\n157 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '4 bedrooms', '5 beds', '1 bath',4,5,1
Paris,Superbe Atelier au cÅ“ur dâ€™AlĂ©sia ***,Entire home,89,JĂ©rĂ©my,22,4.91,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n22 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n22 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
Paris,Sweet & cosy room next to Canal Saint Martin â¤ï¸,Room in hotel,140,Alexandra,825,4.68,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n1,015 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""015 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1 bath',1,1,1
Paris,appartement style loft en rdc,Entire home,80,Frederic,55,4.76,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n56 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n56 Reviews']""]",2, '1 bedroom', '1 bed', '1.5 baths',1,1,1.5
Paris,Saint Germain - Sorbonne,Entire home,390,Thierry,164,4.78,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,396 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""396 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,BEAUTIFUL 3ROOMS BETWEEN TROCADERO & CHAMPS ELYSĂ‰E,Entire home,349,Igal & Deborah,24,4.67,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n141 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n141 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
Paris,loft 122 m2,Entire home,250,Stephane,29,4.69,"['8 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n29 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n29 Reviews'"", "" '\\U000f0019\\nVerified']""]",8, '3 bedrooms', '4 beds', '1 bath',3,4,1
Paris,â™¥ Magnificent apartment near Vilette Ourcq - 10P,Entire home,390,Charles,11,5,"['10 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n1,001 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""001 Reviews'"", "" '\\U000f0019\\nVerified']""]",10, '3 bedrooms', '5 beds', '2 baths',3,5,2
Paris,Centre paris,Entire home,193,Anna,4,4.75,"['8 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n4 Reviews']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n4 Reviews']""]",8, '2 bedrooms', '4 beds', '1 bath',2,4,1
Paris,5th Heaven: Haussmanian Paris Outside Your Door,Entire home,199,Charlotte,19,3.79,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n19 Reviews']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n19 Reviews']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,"Paris 16, TrocadĂ©ro",Private room in condominium,70,Christophe,163,4.85,"['2 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n164 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n164 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '2 beds', '1 shared bath',1,2,1
Paris,Sublime and new apartment center of Paris,Entire home,252,Michael & Johanna,32,4.38,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n5,963 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n5"", ""963 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
Paris,Room - Charming apartment Latin Quarter,Private room in apartment,58,Claire,283,4.63,"['2 guests', '1 bedroom', '1 bed', '1.5 shared baths', '\U000f0004\n323 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\\U000f0004\\n323 Reviews'"", "" '\\U000f0019\\nVerified']""]",2, '1 bedroom', '1 bed', '1.5 shared baths',1,1,1.5
Paris,Heart of Moulin Rouge,Entire home,223,Ari,38,4.55,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '2 baths',2,3,2
Paris,"Cosy home, 2 bathrooms, close to the Eiffel Tower",Entire home,190,Vincent,67,4.91,"['4 guests', '1 bedroom', '2 beds', '2 baths', '\U000f0004\n561 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '2 baths'"", "" '\\U000f0004\\n561 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '2 baths',1,2,2
Paris,LOVELY APPARTMENT LAFAYETTE - 5P,Entire home,185,Clara,19,4.53,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1,358 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""358 Reviews'"", "" '\\U000f0019\\nVerified']""]",5, '1 bedroom', '3 beds', '1 bath',1,3,1
Paris,VIEW EIFFEL TOWER / 1MN BY WALK TO EIFFEL TOWER,Entire home,140,Andrea,44,4.27,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n65 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n65 Reviews'"", "" '\\U000f0019\\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
Paris,Chambre au calme Ă  Paris,Private room in apartment,27,Renaudon,151,4.68,"['1 guest', 'Studio', '1 bed', '1 shared bath', '\U000f0004\n155 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" 'Studio'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n155 Reviews'"", "" '\\U000f0019\\nVerified']""]",1, 'Studio', '1 bed', '1 shared bath',0.5,1,1
Paris,"Appartement Cosy, parking gratuit protĂ©gĂ©, Paris",Entire home,149,Anne Et FrĂ©dĂ©ric,222,4.69,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n222 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n222 Reviews'"", "" '\\U000f0019\\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
