Chambre Simple - Salle de bains commune,Room in hotel,€48,Jofre,(28 reviews),4.68,"['1 guest', '1 bedroom', '1 bed', '0 shared baths', '\U000f0004\n35 Reviews', '\U000f0019\nVerified']"
La Louisiane the heart of Saint-Germain des Prés,Room in boutique hotel,,Xavier,(124 reviews),4.59,"['16+ guests', '50 bedrooms', '50 beds', '50 baths', '\U000f0004\n3,822 Reviews', '\U000f0019\nVerified']"
Beautiful Room 5mn Charles de Gaulle Airport,Private room in house,€42,Elsa,(18 reviews),4.94,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n148 Reviews', '\U000f0019\nVerified']"
Lovely Quiet ROOM Gare de l'Est + Nord - NO LIFT!,Private room in apartment,€55,Dominique,(208 reviews),4.83,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']"
deux pas du parc des princes,Private room in apartment,,Al,(9 reviews),4.56,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n10 Reviews']"
Cosy loft / apartment ~ Ile Saint Louis,Entire home,€150,Lionel,(313 reviews),4.08,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,314 Reviews', '\U000f0019\nVerified']"
"LOFT à Tremblay en France, Villepinte - Roissy",Entire home,€226,Gary,,,"['10 guests', '2 bedrooms', '7 beds', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']"
Nice appartment on an island (bed & breakfast),Private room in bed and breakfast,€100,Jérémy,(455 reviews),4.62,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n455 Reviews', '\U000f0019\nVerified']"
"L’appartement aux miroirs, quartier Belleville",Entire home,€400,Mathilde,(26 reviews),4.19,"['12 guests', '3 bedrooms', '6 beds', '2 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']"
Chambre sympa et chaleureuse à Paris,Private room in apartment,€50,Maryam,(212 reviews),4.91,"['1 guest', '1 bedroom', '0 beds', '1 shared bath', '\U000f0004\n212 Reviews']"
Amazing apartment - 6P/2BR - Canal Saint Martin -4,Entire home,€362,Jo & Lola,(8 reviews),4.75,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n29 Reviews', '\U000f0019\nVerified']"
Très jolie chambre avec parquet à 5min de Paris,Private room in apartment,€39,Marie,,,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0019\nVerified']"
"2' from subway, friendly host, breakfast inc",Shared room in apartment,€45,Carla.,(80 reviews),4.81,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n178 Reviews', '\U000f0019\nVerified']"
"Beautiful, modern and spacious apartment",Entire home,€226,Joseph,(100 reviews),4.74,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n165 Reviews']"
Rooms heart of Saint-Germain des Prés Paris,Room in boutique hotel,,Xavier,(199 reviews),4.54,"['16+ guests', '50 bedrooms', '17 beds', '50 baths', '\U000f0004\n3,822 Reviews', '\U000f0019\nVerified']"
Saint-Honoré Luxury Apartment 3 Bedrooms,Entire home,€500,Ilan,(70 reviews),4.83,"['6 guests', '3 bedrooms', '3 beds', '2.5 baths', '\U000f0004\n70 Reviews', '\U000f0019\nVerified']"
"Double room 2, 3 or 4 beds, Saint-Germain des Prés",Room in boutique hotel,,Xavier,(102 reviews),4.48,"['3 guests', '2 bedrooms', '3 beds', '1.5 baths', '\U000f0004\n3,822 Reviews', '\U000f0019\nVerified']"
AMAZING LITTLE HOUSE 5MIN FROM EIFFEL TOWER,Entire home,€169,Michel & Diane,(169 reviews),4.7,"['4 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n337 Reviews', '\U000f0019\nVerified']"
AMAZING DUPLEX IN THE HEART OF MONTMARTRE 4/6P,Entire home,€359,Diane & Déborah,(88 reviews),4.72,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,213 Reviews', '\U000f0019\nVerified']"
